id,source,target,type,description
REL_0413,PER_EGYA_002,ART_EGYA_006,СВЯЗАНО_С,Додинастический гончар связано с темой «Косметическая палетка» в кампании раннего Египта.
REL_0414,ART_EGYA_006,SYS_EGYA_002,СВЯЗАНО_С,Косметическая палетка связано с темой «Дальний обмен Накады» в кампании раннего Египта.
REL_0415,SYS_EGYA_002,ART_EGYA_008,СВЯЗАНО_С,Дальний обмен Накады связано с темой «Двойная корона» в кампании раннего Египта.
REL_0416,ART_EGYA_008,REL_EGYA_001,СВЯЗАНО_С,Двойная корона связано с темой «Уаджит» в кампании раннего Египта.
REL_0417,REL_EGYA_001,REL_EGYA_002,СВЯЗАНО_С,Уаджит связано с темой «Нехбет» в кампании раннего Египта.
REL_0418,REL_EGYA_002,TERM_EGYA_004,СВЯЗАНО_С,Нехбет связано с темой «Серех» в кампании раннего Египта.
REL_0419,TERM_EGYA_004,ART_EGYA_009,СВЯЗАНО_С,Серех связано с темой «Штандарт нома» в кампании раннего Египта.
REL_0420,ART_EGYA_009,SYS_EGYA_003,СВЯЗАНО_С,Штандарт нома связано с темой «Обмен с Нубией» в кампании раннего Египта.
REL_0421,SYS_EGYA_003,SYS_EGYA_004,СВЯЗАНО_С,Обмен с Нубией связано с темой «Обмен с Левантом» в кампании раннего Египта.
REL_0422,SYS_EGYA_004,PER_EGYA_003,СВЯЗАНО_С,Обмен с Левантом связано с темой «Ранний носитель штандарта» в кампании раннего Египта.
REL_0423,PER_EGYA_003,ART_EGYA_011,СВЯЗАНО_С,Ранний носитель штандарта связано с темой «Палетка поля битвы» в кампании раннего Египта.
REL_0424,ART_EGYA_011,ART_EGYA_012,СВЯЗАНО_С,Палетка поля битвы связано с темой «Палетка городов» в кампании раннего Египта.
REL_0425,ART_EGYA_012,ART_EGYA_013,СВЯЗАНО_С,Палетка городов связано с темой «Ливийская палетка» в кампании раннего Египта.
REL_0426,ART_EGYA_013,ART_EGYA_014,СВЯЗАНО_С,Ливийская палетка связано с темой «Костяная метка» в кампании раннего Египта.
REL_0427,ART_EGYA_014,SYS_EGYA_005,СВЯЗАНО_С,Костяная метка связано с темой «Царские погребальные комплексы» в кампании раннего Египта.
REL_0428,SYS_EGYA_005,PER_EGYA_004,СВЯЗАНО_С,Царские погребальные комплексы связано с темой «Царский резчик меток» в кампании раннего Египта.
REL_0429,PER_EGYA_004,TERM_EGYA_005,СВЯЗАНО_С,Царский резчик меток связано с темой «Нулевая династия» в кампании раннего Египта.
REL_0430,TERM_EGYA_005,SYS_EGYA_006,СВЯЗАНО_С,Нулевая династия связано с темой «Династическая хронология» в кампании раннего Египта.
REL_0431,SYS_EGYA_006,PER_EGYA_005,СВЯЗАНО_С,Династическая хронология связано с темой «Нейтхотеп» в кампании раннего Египта.
REL_0432,PER_EGYA_005,ART_EGYA_015,СВЯЗАНО_С,Нейтхотеп связано с темой «Нармерова булава» в кампании раннего Египта.
REL_0433,ART_EGYA_015,TERM_EGYA_006,СВЯЗАНО_С,Нармерова булава связано с темой «Сом и резец» в кампании раннего Египта.
REL_0434,TERM_EGYA_006,REL_EGYA_003,СВЯЗАНО_С,Сом и резец связано с темой «Хор царя» в кампании раннего Египта.
REL_0435,REL_EGYA_003,ART_EGYA_016,СВЯЗАНО_С,Хор царя связано с темой «Переплетённые серпопарды» в кампании раннего Египта.
REL_0436,ART_EGYA_016,SYS_EGYA_007,СВЯЗАНО_С,Переплетённые серпопарды связано с темой «Царский двор» в кампании раннего Египта.
REL_0437,SYS_EGYA_007,SITE_EGYA_002,СВЯЗАНО_С,Царский двор связано с темой «Саккара» в кампании раннего Египта.
REL_0438,SITE_EGYA_002,PER_EGYA_006,СВЯЗАНО_С,Саккара связано с темой «Царский хранитель печати» в кампании раннего Египта.
REL_0439,PER_EGYA_006,REG_EGY_001,СВЯЗАНО_С,Царский хранитель печати связано с темой «Древний Египет» в кампании раннего Египта.
REL_0440,RIV_EGY_001,TERM_EGY_001,ОПРЕДЕЛЯЕТ,Тематическая связь раннего Египта.
REL_0441,CULT_EGY_003,CULT_EGY_004,ПРЕДШЕСТВУЕТ,Тематическая связь раннего Египта.
REL_0442,SITE_EGY_002,ART_EGY_004,МЕСТО_НАХОДКИ,Тематическая связь раннего Египта.
REL_0443,EVENT_EGY_001,PER_EGY_004,СВЯЗАНО_С,Тематическая связь раннего Египта.
REL_0444,PER_EGY_004,STATE_EGY_001,ОТКРЫВАЕТ,Тематическая связь раннего Египта.
REL_0445,SITE_EGY_005,SYS_EGY_006,СОДЕРЖИТ,Тематическая связь раннего Египта.
REL_0446,REG_EGY_004,ART_EGY_001,СИМВОЛ,Тематическая связь раннего Египта.
REL_0447,REG_EGY_005,ART_EGY_002,СИМВОЛ,Тематическая связь раннего Египта.
REL_0448,PERIOD_EGY2_001,DYN_EGY2_001,СВЯЗАНО_С,Тематическая связь главы «Ранние династии».
REL_0449,DYN_EGY2_001,DYN_EGY2_002,СВЯЗАНО_С,Тематическая связь главы «Ранние династии».
REL_0450,DYN_EGY2_002,PER_EGY2_001,СВЯЗАНО_С,Тематическая связь главы «Ранние династии».
REL_0451,PER_EGY2_001,PER_EGY2_002,СВЯЗАНО_С,Тематическая связь главы «Ранние династии».
REL_0452,PER_EGY2_002,PER_EGY2_003,СВЯЗАНО_С,Тематическая связь главы «Ранние династии».
REL_0453,PER_EGY2_003,PER_EGY2_004,СВЯЗАНО_С,Тематическая связь главы «Ранние династии».
REL_0454,PER_EGY2_004,PER_EGY2_005,СВЯЗАНО_С,Тематическая связь главы «Ранние династии».
REL_0455,PER_EGY2_005,SITE_EGYA2_001,СВЯЗАНО_С,Тематическая связь главы «Ранние династии».
REL_0456,SITE_EGYA2_001,BUILD_EGYA2_001,СВЯЗАНО_С,Тематическая связь главы «Ранние династии».
REL_0457,BUILD_EGYA2_001,ART_EGYA2_001,СВЯЗАНО_С,Тематическая связь главы «Ранние династии».
REL_0458,ART_EGYA2_001,ART_EGYA2_002,СВЯЗАНО_С,Тематическая связь главы «Ранние династии».
REL_0459,ART_EGYA2_002,SYS_EGYA2_001,СВЯЗАНО_С,Тематическая связь главы «Ранние династии».
REL_0460,SYS_EGYA2_001,BUILD_EGYA2_002,СВЯЗАНО_С,Тематическая связь главы «Ранние династии».
REL_0461,BUILD_EGYA2_002,TERM_EGYA2_001,СВЯЗАНО_С,Тематическая связь главы «Ранние династии».
REL_0462,TERM_EGYA2_001,SYS_EGYA2_002,СВЯЗАНО_С,Тематическая связь главы «Ранние династии».
REL_0463,PER_EGY2_006,PER_EGY2_007,СВЯЗАНО_С,Тематическая связь главы «Джосер и ступенчатая пирамида».
REL_0464,PER_EGY2_007,DYN_EGY2_003,СВЯЗАНО_С,Тематическая связь главы «Джосер и ступенчатая пирамида».
REL_0465,DYN_EGY2_003,BUILD_EGY2_001,СВЯЗАНО_С,Тематическая связь главы «Джосер и ступенчатая пирамида».
REL_0466,BUILD_EGY2_001,SITE_EGY2_001,СВЯЗАНО_С,Тематическая связь главы «Джосер и ступенчатая пирамида».
REL_0467,SITE_EGY2_001,SYS_EGY2_003,СВЯЗАНО_С,Тематическая связь главы «Джосер и ступенчатая пирамида».
REL_0468,SYS_EGY2_003,SITE_EGY2_002,СВЯЗАНО_С,Тематическая связь главы «Джосер и ступенчатая пирамида».
REL_0469,SITE_EGY2_002,TERM_EGY2_001,СВЯЗАНО_С,Тематическая связь главы «Джосер и ступенчатая пирамида».
REL_0470,TERM_EGY2_001,BUILD_EGYA2_003,СВЯЗАНО_С,Тематическая связь главы «Джосер и ступенчатая пирамида».
REL_0471,BUILD_EGYA2_003,BUILD_EGYA2_004,СВЯЗАНО_С,Тематическая связь главы «Джосер и ступенчатая пирамида».
REL_0472,BUILD_EGYA2_004,BUILD_EGYA2_005,СВЯЗАНО_С,Тематическая связь главы «Джосер и ступенчатая пирамида».
REL_0473,BUILD_EGYA2_005,ART_EGYA2_003,СВЯЗАНО_С,Тематическая связь главы «Джосер и ступенчатая пирамида».
REL_0474,ART_EGYA2_003,BUILD_EGYA2_006,СВЯЗАНО_С,Тематическая связь главы «Джосер и ступенчатая пирамида».
REL_0475,BUILD_EGYA2_006,BUILD_EGYA2_007,СВЯЗАНО_С,Тематическая связь главы «Джосер и ступенчатая пирамида».
REL_0476,BUILD_EGYA2_007,SITE_EGYA2_003,СВЯЗАНО_С,Тематическая связь главы «Джосер и ступенчатая пирамида».
REL_0477,SITE_EGYA2_003,BUILD_EGYA2_008,СВЯЗАНО_С,Тематическая связь главы «Джосер и ступенчатая пирамида».
REL_0478,PER_EGY2_008,BUILD_EGY2_002,СВЯЗАНО_С,Тематическая связь главы «Великие пирамиды».
REL_0479,BUILD_EGY2_002,BUILD_EGY2_003,СВЯЗАНО_С,Тематическая связь главы «Великие пирамиды».
REL_0480,BUILD_EGY2_003,BUILD_EGY2_004,СВЯЗАНО_С,Тематическая связь главы «Великие пирамиды».
REL_0481,BUILD_EGY2_004,PER_EGY2_009,СВЯЗАНО_С,Тематическая связь главы «Великие пирамиды».
REL_0482,PER_EGY2_009,BUILD_EGY2_005,СВЯЗАНО_С,Тематическая связь главы «Великие пирамиды».
REL_0483,BUILD_EGY2_005,PER_EGY2_010,СВЯЗАНО_С,Тематическая связь главы «Великие пирамиды».
REL_0484,PER_EGY2_010,ART_EGY2_001,СВЯЗАНО_С,Тематическая связь главы «Великие пирамиды».
REL_0485,ART_EGY2_001,PER_EGYA2_006,СВЯЗАНО_С,Тематическая связь главы «Великие пирамиды».
REL_0486,PER_EGYA2_006,SITE_EGYA2_004,СВЯЗАНО_С,Тематическая связь главы «Великие пирамиды».
REL_0487,SITE_EGYA2_004,SITE_EGYA2_005,СВЯЗАНО_С,Тематическая связь главы «Великие пирамиды».
REL_0488,SITE_EGYA2_005,ART_EGYA2_004,СВЯЗАНО_С,Тематическая связь главы «Великие пирамиды».
REL_0489,ART_EGYA2_004,TERM_EGYA2_002,СВЯЗАНО_С,Тематическая связь главы «Великие пирамиды».
REL_0490,TERM_EGYA2_002,BUILD_EGYA2_009,СВЯЗАНО_С,Тематическая связь главы «Великие пирамиды».
REL_0491,BUILD_EGYA2_009,BUILD_EGYA2_010,СВЯЗАНО_С,Тематическая связь главы «Великие пирамиды».
REL_0492,BUILD_EGYA2_010,SYS_EGYA2_004,СВЯЗАНО_С,Тематическая связь главы «Великие пирамиды».
REL_0493,PERIOD_EGY2_002,DYN_EGY2_004,СВЯЗАНО_С,Тематическая связь главы «Государство Древнего царства».
REL_0494,DYN_EGY2_004,DYN_EGY2_005,СВЯЗАНО_С,Тематическая связь главы «Государство Древнего царства».
REL_0495,DYN_EGY2_005,PER_EGY2_011,СВЯЗАНО_С,Тематическая связь главы «Государство Древнего царства».
REL_0496,PER_EGY2_011,PER_EGY2_012,СВЯЗАНО_С,Тематическая связь главы «Государство Древнего царства».
REL_0497,PER_EGY2_012,PER_EGY2_013,СВЯЗАНО_С,Тематическая связь главы «Государство Древнего царства».
REL_0498,PER_EGY2_013,PER_EGY2_014,СВЯЗАНО_С,Тематическая связь главы «Государство Древнего царства».
REL_0499,PER_EGY2_014,PER_EGY2_015,СВЯЗАНО_С,Тематическая связь главы «Государство Древнего царства».
REL_0500,PER_EGY2_015,OFF_EGYA2_001,СВЯЗАНО_С,Тематическая связь главы «Государство Древнего царства».
REL_0501,OFF_EGYA2_001,OFF_EGYA2_002,СВЯЗАНО_С,Тематическая связь главы «Государство Древнего царства».
REL_0502,OFF_EGYA2_002,TEXT_EGYA2_001,СВЯЗАНО_С,Тематическая связь главы «Государство Древнего царства».
REL_0503,TEXT_EGYA2_001,SYS_EGYA2_005,СВЯЗАНО_С,Тематическая связь главы «Государство Древнего царства».
REL_0504,SYS_EGYA2_005,SYS_EGYA2_006,СВЯЗАНО_С,Тематическая связь главы «Государство Древнего царства».
REL_0505,SYS_EGYA2_006,REL_EGYA2_001,СВЯЗАНО_С,Тематическая связь главы «Государство Древнего царства».
REL_0506,REL_EGYA2_001,SYS_EGYA2_007,СВЯЗАНО_С,Тематическая связь главы «Государство Древнего царства».
REL_0507,SYS_EGYA2_007,TEXT_EGYA2_002,СВЯЗАНО_С,Тематическая связь главы «Государство Древнего царства».
REL_0508,EVENT_EGY2_001,PERIOD_EGY2_003,СВЯЗАНО_С,Тематическая связь главы «Первый переходный период».
REL_0509,PERIOD_EGY2_003,STATE_EGY2_001,СВЯЗАНО_С,Тематическая связь главы «Первый переходный период».
REL_0510,STATE_EGY2_001,STATE_EGY2_002,СВЯЗАНО_С,Тематическая связь главы «Первый переходный период».
REL_0511,STATE_EGY2_002,PER_EGY2_016,СВЯЗАНО_С,Тематическая связь главы «Первый переходный период».
REL_0512,PER_EGY2_016,PER_EGY2_017,СВЯЗАНО_С,Тематическая связь главы «Первый переходный период».
REL_0513,PER_EGY2_017,TERM_EGY2_003,СВЯЗАНО_С,Тематическая связь главы «Первый переходный период».
REL_0514,TERM_EGY2_003,SYS_EGY2_008,СВЯЗАНО_С,Тематическая связь главы «Первый переходный период».
REL_0515,SYS_EGY2_008,PER_EGYA2_007,СВЯЗАНО_С,Тематическая связь главы «Первый переходный период».
REL_0516,PER_EGYA2_007,TEXT_EGYA2_003,СВЯЗАНО_С,Тематическая связь главы «Первый переходный период».
REL_0517,TEXT_EGYA2_003,TEXT_EGYA2_004,СВЯЗАНО_С,Тематическая связь главы «Первый переходный период».
REL_0518,TEXT_EGYA2_004,CULT_EGYA2_001,СВЯЗАНО_С,Тематическая связь главы «Первый переходный период».
REL_0519,CULT_EGYA2_001,SITE_EGYA2_006,СВЯЗАНО_С,Тематическая связь главы «Первый переходный период».
REL_0520,SITE_EGYA2_006,TERM_EGYA2_004,СВЯЗАНО_С,Тематическая связь главы «Первый переходный период».
REL_0521,TERM_EGYA2_004,CITY_EGYA2_001,СВЯЗАНО_С,Тематическая связь главы «Первый переходный период».
REL_0522,CITY_EGYA2_001,SITE_EGYA2_007,СВЯЗАНО_С,Тематическая связь главы «Первый переходный период».
REL_0523,PER_EGY2_005,PER_EGY2_006,ПРЕДШЕСТВУЕТ,Связь внутри египетской кампании.
REL_0524,BUILD_EGY2_001,BUILD_EGY2_005,РАЗВИВАЕТСЯ_В,Связь внутри египетской кампании.
REL_0525,PER_EGY2_008,PER_EGY2_009,ДИНАСТИЧЕСКАЯ_СВЯЗЬ,Связь внутри египетской кампании.
REL_0526,TEXT_EGYA2_002,TEXT_EGYA2_004,ВЛИЯЕТ,Связь внутри египетской кампании.
REL_0527,PER_EGY2_017,PERIOD_EGY2_003,ЗАВЕРШАЕТ,Связь внутри египетской кампании.
REL_CMP_001,SYS_CMP_001,REG_CMP_001,СВЯЗАНО_С,Сравнительная связь внутри кампании первых цивилизаций.
REL_CMP_002,REG_CMP_001,SYS_CMP_002,СВЯЗАНО_С,Сравнительная связь внутри кампании первых цивилизаций.
REL_CMP_003,SYS_CMP_002,SYS_CMP_003,СВЯЗАНО_С,Сравнительная связь внутри кампании первых цивилизаций.
REL_CMP_004,SYS_CMP_003,IDEA_CMP_001,СВЯЗАНО_С,Сравнительная связь внутри кампании первых цивилизаций.
REL_CMP_005,IDEA_CMP_001,SYS_CMP_004,СВЯЗАНО_С,Сравнительная связь внутри кампании первых цивилизаций.
REL_CMP_006,SYS_CMP_004,SYS_CMP_005,СВЯЗАНО_С,Сравнительная связь внутри кампании первых цивилизаций.
REL_CMP_007,SYS_CMP_005,TEXT_CMP_001,СВЯЗАНО_С,Сравнительная связь внутри кампании первых цивилизаций.
REL_CMP_008,TEXT_CMP_001,PER_CMP_001,СВЯЗАНО_С,Сравнительная связь внутри кампании первых цивилизаций.
REL_CMP_009,PER_CMP_001,SYS_CMP_006,СВЯЗАНО_С,Сравнительная связь внутри кампании первых цивилизаций.
REL_CMP_010,SYS_CMP_006,BUILD_CMP_001,СВЯЗАНО_С,Сравнительная связь внутри кампании первых цивилизаций.
REL_CMP_011,BUILD_CMP_001,SYS_CMP_007,СВЯЗАНО_С,Сравнительная связь внутри кампании первых цивилизаций.
REL_CMP_012,SYS_CMP_007,SYS_CMP_008,СВЯЗАНО_С,Сравнительная связь внутри кампании первых цивилизаций.
REL_CMP_013,SYS_CMP_008,SYS_CMP_009,СВЯЗАНО_С,Сравнительная связь внутри кампании первых цивилизаций.
REL_CMP_014,SYS_CMP_009,SYS_CMP_010,СВЯЗАНО_С,Сравнительная связь внутри кампании первых цивилизаций.
REL_CMP_015,SYS_CMP_010,TERM_CMP_001,СВЯЗАНО_С,Сравнительная связь внутри кампании первых цивилизаций.
REL_CMP_016,TERM_CMP_001,TERM_CMP_002,СВЯЗАНО_С,Сравнительная связь внутри кампании первых цивилизаций.
REL_CMP_017,TERM_CMP_002,TERM_CMP_003,СВЯЗАНО_С,Сравнительная связь внутри кампании первых цивилизаций.
REL_CMP_018,TERM_CMP_003,TERM_CMPA_001,СВЯЗАНО_С,Сравнительная связь внутри кампании первых цивилизаций.
REL_CMP_019,TERM_CMPA_001,TERM_CMPA_002,СВЯЗАНО_С,Сравнительная связь внутри кампании первых цивилизаций.
REL_CMP_020,TERM_CMPA_002,TERM_CMPA_003,СВЯЗАНО_С,Сравнительная связь внутри кампании первых цивилизаций.
REL_CMP_021,TERM_CMPA_003,TERM_CMPA_004,СВЯЗАНО_С,Сравнительная связь внутри кампании первых цивилизаций.
REL_CMP_022,TERM_CMPA_004,TERM_CMPA_005,СВЯЗАНО_С,Сравнительная связь внутри кампании первых цивилизаций.
REL_CMP_023,TERM_CMPA_005,TERM_CMPA_006,СВЯЗАНО_С,Сравнительная связь внутри кампании первых цивилизаций.
REL_CMP_024,TERM_CMPA_006,TERM_CMPA_007,СВЯЗАНО_С,Сравнительная связь внутри кампании первых цивилизаций.
REL_CMP_025,TERM_CMPA_007,TERM_CMPA_008,СВЯЗАНО_С,Сравнительная связь внутри кампании первых цивилизаций.
REL_CMP_026,TERM_CMPA_008,TERM_CMPA_009,СВЯЗАНО_С,Сравнительная связь внутри кампании первых цивилизаций.
REL_CMP_027,TERM_CMPA_009,TERM_CMPA_010,СВЯЗАНО_С,Сравнительная связь внутри кампании первых цивилизаций.
REL_CMP_028,TERM_CMPA_010,TERM_CMPA_011,СВЯЗАНО_С,Сравнительная связь внутри кампании первых цивилизаций.
REL_CMP_029,TERM_CMPA_011,TERM_CMPA_012,СВЯЗАНО_С,Сравнительная связь внутри кампании первых цивилизаций.
REL_CMP_030,TERM_CMPA_012,TERM_CMPA_013,СВЯЗАНО_С,Сравнительная связь внутри кампании первых цивилизаций.
REL_CMP_031,TERM_CMPA_013,TERM_CMPA_014,СВЯЗАНО_С,Сравнительная связь внутри кампании первых цивилизаций.
REL_CMP_032,TERM_CMPA_014,TERM_CMPA_015,СВЯЗАНО_С,Сравнительная связь внутри кампании первых цивилизаций.
REL_CMP_033,TERM_CMPA_015,TERM_CMPA_016,СВЯЗАНО_С,Сравнительная связь внутри кампании первых цивилизаций.
REL_CMP_034,TERM_CMPA_016,TERM_CMPA_017,СВЯЗАНО_С,Сравнительная связь внутри кампании первых цивилизаций.
REL_CMP_035,TERM_CMPA_017,TERM_CMPA_018,СВЯЗАНО_С,Сравнительная связь внутри кампании первых цивилизаций.
REL_CMP_036,TERM_CMPA_018,SYS_CMP_001,СВЯЗАНО_С,Сравнительная связь внутри кампании первых цивилизаций.
REL_CMP_EXT_563,REG_CMP_001,RIV_EGY_001,СРАВНЕНИЕ,Сравнение включает Нил.
REL_CMP_EXT_564,REG_CMP_001,REG_MES_003,СРАВНЕНИЕ,Сравнение включает Евфрат.
REL_CMP_EXT_565,TEXT_CMP_001,TERM_MES_014,СРАВНЕНИЕ,Клинопись входит в сравнение письменности.
REL_CMP_EXT_566,SYS_CMP_003,PER_EGY_004,СРАВНЕНИЕ,Нармер связан с ранней территориальной монархией.
REL_CMP_EXT_567,SYS_CMP_002,CITY_MES_003,СРАВНЕНИЕ,Урук представляет городское государство.
REL_IND_0568,STATE_IND_001,RIV_IND_001,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0569,RIV_IND_001,REG_IND_001,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0570,REG_IND_001,REG_IND_002,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0571,REG_IND_002,REG_IND_003,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0572,REG_IND_003,RIV_IND_002,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0573,RIV_IND_002,SITE_IND_001,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0574,SITE_IND_001,CULT_IND_001,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0575,CULT_IND_001,SITE_IND_002,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0576,SITE_IND_002,SITE_IND_003,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0577,SITE_IND_003,SITE_IND_004,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0578,SITE_IND_004,TERM_IND_001,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0579,TERM_IND_001,CITY_IND_001,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0580,CITY_IND_001,CITY_IND_002,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0581,CITY_IND_002,CITY_IND_003,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0582,CITY_IND_003,CITY_IND_004,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0583,CITY_IND_004,CITY_IND_005,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0584,CITY_IND_005,TERM_IND_002,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0585,TERM_IND_002,BUILD_IND_001,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0586,BUILD_IND_001,SYS_IND_001,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0587,SYS_IND_001,SYS_IND_002,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0588,SYS_IND_002,BUILD_IND_002,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0589,BUILD_IND_002,SYS_IND_003,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0590,SYS_IND_003,TERM_IND_003,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0591,TERM_IND_003,TEXT_IND_001,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0592,TEXT_IND_001,ART_IND_001,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0593,ART_IND_001,ART_IND_002,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0594,ART_IND_002,CRAFT_IND_001,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0595,CRAFT_IND_001,ART_IND_003,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0596,ART_IND_003,ART_IND_004,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0597,ART_IND_004,TERM_IND_004,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0598,TERM_IND_004,BUILD_IND_003,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0599,BUILD_IND_003,SYS_IND_004,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0600,SYS_IND_004,SITE_IND_005,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0601,SITE_IND_005,TERM_IND_005,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0602,TERM_IND_005,ART_IND_005,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0603,ART_IND_005,EVENT_IND_001,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0604,EVENT_IND_001,TERM_IND_006,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0605,TERM_IND_006,CULT_IND_002,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0606,CULT_IND_002,TERM_IND_007,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0607,TERM_IND_007,TERM_IND_008,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0608,TERM_IND_008,TERM_IND_009,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0609,TERM_IND_009,REG_INDA_001,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0610,REG_INDA_001,REG_INDA_002,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0611,REG_INDA_002,RIV_INDA_001,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0612,RIV_INDA_001,RIV_INDA_002,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0613,RIV_INDA_002,RIV_INDA_003,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0614,RIV_INDA_003,TERM_INDA_001,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0615,TERM_INDA_001,TERM_INDA_002,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0616,TERM_INDA_002,ART_INDA_001,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0617,ART_INDA_001,TERM_INDA_003,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0618,TERM_INDA_003,ART_INDA_002,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0619,ART_INDA_002,TERM_INDA_004,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0620,TERM_INDA_004,SITE_INDA_001,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0621,SITE_INDA_001,SITE_INDA_002,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0622,SITE_INDA_002,ART_INDA_003,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0623,ART_INDA_003,CITY_INDA_001,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0624,CITY_INDA_001,CITY_INDA_002,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0625,CITY_INDA_002,CITY_INDA_003,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0626,CITY_INDA_003,CITY_INDA_004,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0627,CITY_INDA_004,SITE_INDA_003,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0628,SITE_INDA_003,SITE_INDA_004,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0629,SITE_INDA_004,TERM_INDA_005,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0630,TERM_INDA_005,BUILD_INDA_001,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0631,BUILD_INDA_001,BUILD_INDA_002,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0632,BUILD_INDA_002,TERM_INDA_006,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
