id,type,title,subtitle,era,region,date,rarity,campaign,chapter,acquisition,source
PER_EGY2_006,PERSON,Джосер,царь III династии,EGY_CHAPTER_07,Древний Египет,ок. XXVII век до н. э.,LEGENDARY,EGYPT,EGY_CHAPTER_07,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%94%D0%B6%D0%BE%D1%81%D0%B5%D1%80
PER_EGY2_007,PERSON,Имхотеп,сановник и архитектор Джосера,EGY_CHAPTER_07,Древний Египет,XXVII век до н. э.,EPIC,EGYPT,EGY_CHAPTER_07,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%98%D0%BC%D1%85%D0%BE%D1%82%D0%B5%D0%BF
DYN_EGY2_003,DYNASTY,III династия,начало Древнего царства,EGY_CHAPTER_07,Древний Египет,ок. 2686–2613 до н. э.,RARE,EGYPT,EGY_CHAPTER_07,CAMPAIGN,https://ru.wikipedia.org/wiki/III_%D0%B4%D0%B8%D0%BD%D0%B0%D1%81%D1%82%D0%B8%D1%8F_(%D0%94%D1%80%D0%B5%D0%B2%D0%BD%D0%B8%D0%B9_%D0%95%D0%B3%D0%B8%D0%BF%D0%B5%D1%82)
BUILD_EGY2_001,BUILDING,Ступенчатая пирамида,пирамида Джосера в Саккаре,EGY_CHAPTER_07,Древний Египет,ок. 2650 до н. э.,EPIC,EGYPT,EGY_CHAPTER_07,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%9F%D0%B8%D1%80%D0%B0%D0%BC%D0%B8%D0%B4%D0%B0_%D0%94%D0%B6%D0%BE%D1%81%D0%B5%D1%80%D0%B0
SITE_EGY2_001,SITE,Комплекс Джосера,погребальный ансамбль Саккары,EGY_CHAPTER_07,Древний Египет,III династия,RARE,EGYPT,EGY_CHAPTER_07,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%9F%D0%B8%D1%80%D0%B0%D0%BC%D0%B8%D0%B4%D0%B0_%D0%94%D0%B6%D0%BE%D1%81%D0%B5%D1%80%D0%B0
SYS_EGY2_003,SYSTEM,Монументальное каменное строительство,организация труда и ресурсов,EGY_CHAPTER_07,Древний Египет,III династия,RARE,EGYPT,EGY_CHAPTER_07,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%90%D1%80%D1%85%D0%B8%D1%82%D0%B5%D0%BA%D1%82%D1%83%D1%80%D0%B0_%D0%94%D1%80%D0%B5%D0%B2%D0%BD%D0%B5%D0%B3%D0%BE_%D0%95%D0%B3%D0%B8%D0%BF%D1%82%D0%B0
SITE_EGY2_002,SITE,Двор праздника хеб-сед,ритуальное пространство комплекса,EGY_CHAPTER_07,Древний Египет,III династия,UNCOMMON,EGYPT,EGY_CHAPTER_07,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%A5%D0%B5%D0%B1-%D1%81%D0%B5%D0%B4
TERM_EGY2_001,TERM,Эволюция пирамиды,от мастабы к ступеням,EGY_CHAPTER_07,Древний Египет,III династия,UNCOMMON,EGYPT,EGY_CHAPTER_07,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%9F%D0%B8%D1%80%D0%B0%D0%BC%D0%B8%D0%B4%D0%B0_%D0%94%D0%B6%D0%BE%D1%81%D0%B5%D1%80%D0%B0
PER_EGY2_008,PERSON,Снофру,основатель IV династии,EGY_CHAPTER_08,Древний Египет,ок. 2613–2589 до н. э.,LEGENDARY,EGYPT,EGY_CHAPTER_08,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%A1%D0%BD%D0%BE%D1%84%D1%80%D1%83
BUILD_EGY2_002,BUILDING,Пирамида в Мейдуме,ранний проект правильной пирамиды,EGY_CHAPTER_08,Древний Египет,конец III — начало IV династии,UNCOMMON,EGYPT,EGY_CHAPTER_08,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%9F%D0%B8%D1%80%D0%B0%D0%BC%D0%B8%D0%B4%D0%B0_%D0%B2_%D0%9C%D0%B5%D0%B9%D0%B4%D1%83%D0%BC%D0%B5
BUILD_EGY2_003,BUILDING,Ломаная пирамида,пирамида с изменённым углом,EGY_CHAPTER_08,Древний Египет,IV династия,EPIC,EGYPT,EGY_CHAPTER_08,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%9B%D0%BE%D0%BC%D0%B0%D0%BD%D0%B0%D1%8F_%D0%BF%D0%B8%D1%80%D0%B0%D0%BC%D0%B8%D0%B4%D0%B0
BUILD_EGY2_004,BUILDING,Красная пирамида,ранняя успешная правильная пирамида,EGY_CHAPTER_08,Древний Египет,IV династия,EPIC,EGYPT,EGY_CHAPTER_08,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D0%B0%D1%81%D0%BD%D0%B0%D1%8F_%D0%BF%D0%B8%D1%80%D0%B0%D0%BC%D0%B8%D0%B4%D0%B0
PER_EGY2_009,PERSON,Хуфу,строитель Великой пирамиды,EGY_CHAPTER_08,Древний Египет,ок. 2589–2566 до н. э.,RARE,EGYPT,EGY_CHAPTER_08,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%A5%D0%B5%D0%BE%D0%BF%D1%81
BUILD_EGY2_005,BUILDING,Великая пирамида,пирамида Хуфу в Гизе,EGY_CHAPTER_08,Древний Египет,XXVI век до н. э.,MYTHIC,EGYPT,EGY_CHAPTER_08,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%9F%D0%B8%D1%80%D0%B0%D0%BC%D0%B8%D0%B4%D0%B0_%D0%A5%D0%B5%D0%BE%D0%BF%D1%81%D0%B0
PER_EGY2_010,PERSON,Хафра,царь IV династии,EGY_CHAPTER_08,Древний Египет,ок. 2558–2532 до н. э.,RARE,EGYPT,EGY_CHAPTER_08,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%A5%D0%B5%D1%84%D1%80%D0%B5%D0%BD
ART_EGY2_001,ARTIFACT,Большой сфинкс,монументальный лев с человеческой головой,EGY_CHAPTER_08,Древний Египет,IV династия,RARE,EGYPT,EGY_CHAPTER_08,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%91%D0%BE%D0%BB%D1%8C%D1%88%D0%BE%D0%B9_%D1%81%D1%84%D0%B8%D0%BD%D0%BA%D1%81
PERIOD_EGY2_002,PERIOD,Древнее царство,эпоха пирамид и централизованной монархии,EGY_CHAPTER_09,Древний Египет,ок. 2686–2181 до н. э.,EPIC,EGYPT,EGY_CHAPTER_09,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%94%D1%80%D0%B5%D0%B2%D0%BD%D0%B5%D0%B5_%D1%86%D0%B0%D1%80%D1%81%D1%82%D0%B2%D0%BE
DYN_EGY2_004,DYNASTY,V династия,солнечные храмы и Абусир,EGY_CHAPTER_09,Древний Египет,ок. 2494–2345 до н. э.,RARE,EGYPT,EGY_CHAPTER_09,CAMPAIGN,https://ru.wikipedia.org/wiki/V_%D0%B4%D0%B8%D0%BD%D0%B0%D1%81%D1%82%D0%B8%D1%8F_(%D0%94%D1%80%D0%B5%D0%B2%D0%BD%D0%B8%D0%B9_%D0%95%D0%B3%D0%B8%D0%BF%D0%B5%D1%82)
DYN_EGY2_005,DYNASTY,VI династия,последняя крупная династия Древнего царства,EGY_CHAPTER_09,Древний Египет,ок. 2345–2181 до н. э.,RARE,EGYPT,EGY_CHAPTER_09,CAMPAIGN,https://ru.wikipedia.org/wiki/VI_%D0%B4%D0%B8%D0%BD%D0%B0%D1%81%D1%82%D0%B8%D1%8F_(%D0%94%D1%80%D0%B5%D0%B2%D0%BD%D0%B8%D0%B9_%D0%95%D0%B3%D0%B8%D0%BF%D0%B5%D1%82)
PER_EGY2_011,PERSON,Усеркаф,основатель V династии,EGY_CHAPTER_09,Древний Египет,XXV век до н. э.,UNCOMMON,EGYPT,EGY_CHAPTER_09,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%A3%D1%81%D0%B5%D1%80%D0%BA%D0%B0%D1%84
PER_EGY2_012,PERSON,Сахура,царь V династии,EGY_CHAPTER_09,Древний Египет,XXV век до н. э.,UNCOMMON,EGYPT,EGY_CHAPTER_09,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%A1%D0%B0%D1%85%D1%83%D1%80%D0%B0
PER_EGY2_013,PERSON,Унас,последний царь V династии,EGY_CHAPTER_09,Древний Египет,XXIV век до н. э.,RARE,EGYPT,EGY_CHAPTER_09,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%A3%D0%BD%D0%B0%D1%81
PER_EGY2_014,PERSON,Пепи I,царь VI династии,EGY_CHAPTER_09,Древний Египет,XXIV–XXIII века до н. э.,UNCOMMON,EGYPT,EGY_CHAPTER_09,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%9F%D0%B8%D0%BE%D0%BF%D0%B8_I
PER_EGY2_015,PERSON,Пепи II,долгое правление конца Древнего царства,EGY_CHAPTER_09,Древний Египет,ок. XXIII–XXII века до н. э.,LEGENDARY,EGYPT,EGY_CHAPTER_09,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%9F%D0%B8%D0%BE%D0%BF%D0%B8_II
EVENT_EGY2_001,EVENT,Конец Древнего царства,ослабление единого политического центра,EGY_CHAPTER_10,Древний Египет,ок. 2181 до н. э.,EPIC,EGYPT,EGY_CHAPTER_10,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%94%D1%80%D0%B5%D0%B2%D0%BD%D0%B5%D0%B5_%D1%86%D0%B0%D1%80%D1%81%D1%82%D0%B2%D0%BE
PERIOD_EGY2_003,PERIOD,Первый переходный период,эпоха региональных центров,EGY_CHAPTER_10,Древний Египет,ок. 2181–2055 до н. э.,EPIC,EGYPT,EGY_CHAPTER_10,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%9F%D0%B5%D1%80%D0%B2%D1%8B%D0%B9_%D0%BF%D0%B5%D1%80%D0%B5%D1%85%D0%BE%D0%B4%D0%BD%D1%8B%D0%B9_%D0%BF%D0%B5%D1%80%D0%B8%D0%BE%D0%B4
STATE_EGY2_001,STATE,Гераклеопольское царство,северная власть переходного периода,EGY_CHAPTER_10,Древний Египет,XXII–XXI века до н. э.,RARE,EGYPT,EGY_CHAPTER_10,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%93%D0%B5%D1%80%D0%B0%D0%BA%D0%BB%D0%B5%D0%BE%D0%BF%D0%BE%D0%BB%D1%8C
STATE_EGY2_002,STATE,Фиванское царство,южная династия Интефов,EGY_CHAPTER_10,Древний Египет,XXII–XXI века до н. э.,RARE,EGYPT,EGY_CHAPTER_10,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%A4%D0%B8%D0%B2%D1%8B_(%D0%95%D0%B3%D0%B8%D0%BF%D0%B5%D1%82)
PER_EGY2_016,PERSON,Интеф II,фиванский правитель XI династии,EGY_CHAPTER_10,Древний Египет,ок. XXI век до н. э.,RARE,EGYPT,EGY_CHAPTER_10,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D0%B8%D0%BE%D1%82%D0%B5%D1%84_II
PER_EGY2_017,PERSON,Ментухотеп II,объединитель Среднего царства,EGY_CHAPTER_10,Древний Египет,ок. 2061–2010 до н. э.,LEGENDARY,EGYPT,EGY_CHAPTER_10,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D0%BD%D1%82%D1%83%D1%85%D0%BE%D1%82%D0%B5%D0%BF_II
TERM_EGY2_003,TERM,Наследие Пепи II,проблема долгого правления,EGY_CHAPTER_10,Древний Египет,конец VI династии,UNCOMMON,EGYPT,EGY_CHAPTER_10,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%9F%D0%B8%D0%BE%D0%BF%D0%B8_II
SYS_EGY2_008,SYSTEM,Региональная автономия,рост самостоятельности номов,EGY_CHAPTER_10,Древний Египет,конец Древнего царства — Первый переходный период,UNCOMMON,EGYPT,EGY_CHAPTER_10,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%9F%D0%B5%D1%80%D0%B2%D1%8B%D0%B9_%D0%BF%D0%B5%D1%80%D0%B5%D1%85%D0%BE%D0%B4%D0%BD%D1%8B%D0%B9_%D0%BF%D0%B5%D1%80%D0%B8%D0%BE%D0%B4
ART_EGYA_001,ARTIFACT,Папирус,растение долины и материал,EGY_CHAPTER_01,Нильская долина,древность,COMMON,EGYPT,EGY_CHAPTER_01,PACK,https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D0%BF%D0%B8%D1%80%D1%83%D1%81
REG_EGYA_001,REGION,Восточная пустыня,дороги к камню и Красному морю,EGY_CHAPTER_01,Восточный Египет,древность,UNCOMMON,EGYPT,EGY_CHAPTER_01,PACK,https://ru.wikipedia.org/wiki/%D0%92%D0%BE%D1%81%D1%82%D0%BE%D1%87%D0%BD%D0%B0%D1%8F_%D0%BF%D1%83%D1%81%D1%82%D1%8B%D0%BD%D1%8F
REG_EGYA_002,REGION,Западная пустыня,оазисы и пограничные пространства,EGY_CHAPTER_01,Западный Египет,древность,COMMON,EGYPT,EGY_CHAPTER_01,PACK,https://ru.wikipedia.org/wiki/%D0%9B%D0%B8%D0%B2%D0%B8%D0%B9%D1%81%D0%BA%D0%B0%D1%8F_%D0%BF%D1%83%D1%81%D1%82%D1%8B%D0%BD%D1%8F
TERM_EGYA_001,TERM,Нильский ил,речные наносы поймы,EGY_CHAPTER_01,Египет,древность,COMMON,EGYPT,EGY_CHAPTER_01,PACK,https://ru.wikipedia.org/wiki/%D0%98%D0%BB
TERM_EGYA_002,TERM,Первый порог Нила,естественный рубеж у Асуана,EGY_CHAPTER_01,Египет и Нубия,древность,UNCOMMON,EGYPT,EGY_CHAPTER_01,PACK,https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D1%80%D0%BE%D0%B3%D0%B8_%D0%9D%D0%B8%D0%BB%D0%B0
SYS_EGYA_001,SYSTEM,Бассейновое орошение,удержание воды на полях,EGY_CHAPTER_01,Египет,древность,UNCOMMON,EGYPT,EGY_CHAPTER_01,PACK,https://ru.wikipedia.org/wiki/%D0%98%D1%80%D1%80%D0%B8%D0%B3%D0%B0%D1%86%D0%B8%D1%8F_%D0%B2_%D0%94%D1%80%D0%B5%D0%B2%D0%BD%D0%B5%D0%BC_%D0%95%D0%B3%D0%B8%D0%BF%D1%82%D0%B5
PER_EGYA_001,PERSON,Нильский лодочник,реконструированная профессия,EGY_CHAPTER_01,Нильская долина,IV тысячелетие до н. э.,COMMON,EGYPT,EGY_CHAPTER_01,PACK,https://ru.wikipedia.org/wiki/%D0%9B%D0%BE%D0%B4%D0%BA%D0%B8_%D0%94%D1%80%D0%B5%D0%B2%D0%BD%D0%B5%D0%B3%D0%BE_%D0%95%D0%B3%D0%B8%D0%BF%D1%82%D0%B0
SITE_EGYA_001,SITE,Файюмская впадина,озеро и ранние земледельцы,EGY_CHAPTER_01,Средний Египет,V–IV тысячелетия до н. э.,RARE,EGYPT,EGY_CHAPTER_01,PACK,https://ru.wikipedia.org/wiki/%D0%A4%D0%B0%D1%8E%D0%BC%D1%81%D0%BA%D0%B0%D1%8F_%D0%BA%D1%83%D0%BB%D1%8C%D1%82%D1%83%D1%80%D0%B0
ART_EGYA_002,ARTIFACT,Черноверхая керамика,сосуды с тёмным краем,EGY_CHAPTER_02,Верхний Египет,V–IV тысячелетия до н. э.,COMMON,EGYPT,EGY_CHAPTER_02,PACK,https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D0%B4%D0%B0%D1%80%D0%B8%D0%B9%D1%81%D0%BA%D0%B0%D1%8F_%D0%BA%D1%83%D0%BB%D1%8C%D1%82%D1%83%D1%80%D0%B0
ART_EGYA_003,ARTIFACT,Керамика с белой росписью,образы Накады I,EGY_CHAPTER_02,Верхний Египет,IV тысячелетие до н. э.,COMMON,EGYPT,EGY_CHAPTER_02,PACK,https://ru.wikipedia.org/wiki/%D0%9D%D0%B0%D0%BA%D0%B0%D0%B4%D0%B0_(%D0%BA%D1%83%D0%BB%D1%8C%D1%82%D1%83%D1%80%D0%B0)
ART_EGYA_004,ARTIFACT,Расписной сосуд с лодками,визуальный мир Накады II,EGY_CHAPTER_02,Египет,ок. 3500–3200 до н. э.,UNCOMMON,EGYPT,EGY_CHAPTER_02,PACK,https://ru.wikipedia.org/wiki/%D0%9D%D0%B0%D0%BA%D0%B0%D0%B4%D0%B0_(%D0%BA%D1%83%D0%BB%D1%8C%D1%82%D1%83%D1%80%D0%B0)
ART_EGYA_005,ARTIFACT,Кремнёвый нож,высокое мастерство обработки камня,EGY_CHAPTER_02,Египет,IV тысячелетие до н. э.,UNCOMMON,EGYPT,EGY_CHAPTER_02,PACK,https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D0%B5%D0%BC%D0%BD%D1%91%D0%B2%D1%8B%D0%B9_%D0%BD%D0%BE%D0%B6
TERM_EGYA_003,TERM,Додинастический некрополь,кладбище до эпохи фараонов,EGY_CHAPTER_02,Египет,V–IV тысячелетия до н. э.,COMMON,EGYPT,EGY_CHAPTER_02,PACK,https://ru.wikipedia.org/wiki/%D0%94%D0%BE%D0%B8%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9_%D0%95%D0%B3%D0%B8%D0%BF%D0%B5%D1%82
PER_EGYA_002,PERSON,Додинастический гончар,реконструированная профессия,EGY_CHAPTER_02,Верхний Египет,IV тысячелетие до н. э.,COMMON,EGYPT,EGY_CHAPTER_02,PACK,https://ru.wikipedia.org/wiki/%D0%9A%D0%B5%D1%80%D0%B0%D0%BC%D0%B8%D0%BA%D0%B0_%D0%94%D1%80%D0%B5%D0%B2%D0%BD%D0%B5%D0%B3%D0%BE_%D0%95%D0%B3%D0%B8%D0%BF%D1%82%D0%B0
ART_EGYA_006,ARTIFACT,Косметическая палетка,камень для растирания пигмента,EGY_CHAPTER_02,Египет,IV тысячелетие до н. э.,UNCOMMON,EGYPT,EGY_CHAPTER_02,PACK,https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D1%81%D0%BC%D0%B5%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F_%D0%BF%D0%B0%D0%BB%D0%B5%D1%82%D0%BA%D0%B0
SYS_EGYA_002,SYSTEM,Дальний обмен Накады,сети сырья и престижных вещей,EGY_CHAPTER_02,Северо-Восточная Африка и Левант,IV тысячелетие до н. э.,RARE,EGYPT,EGY_CHAPTER_02,PACK,https://ru.wikipedia.org/wiki/%D0%94%D0%BE%D0%B8%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9_%D0%95%D0%B3%D0%B8%D0%BF%D0%B5%D1%82
ART_EGYA_008,ARTIFACT,Двойная корона,объединённый царский символ,EGY_CHAPTER_03,Египет,раннединастический период и позднее,UNCOMMON,EGYPT,EGY_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%9F%D1%88%D0%B5%D0%BD%D1%82
REL_EGYA_001,RELIGION,Уаджит,богиня-кобра Нижнего Египта,EGY_CHAPTER_03,Дельта,древность,UNCOMMON,EGYPT,EGY_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%A3%D0%B0%D0%B4%D0%B6%D0%B8%D1%82
REL_EGYA_002,RELIGION,Нехбет,богиня-стервятник Верхнего Египта,EGY_CHAPTER_03,Верхний Египет,древность,UNCOMMON,EGYPT,EGY_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%9D%D0%B5%D1%85%D0%B1%D0%B5%D1%82
TERM_EGYA_004,TERM,Серех,рамка раннего царского имени,EGY_CHAPTER_03,Египет,позднее IV тысячелетие до н. э.,RARE,EGYPT,EGY_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%A1%D0%B5%D1%80%D0%B5%D1%85
ART_EGYA_009,ARTIFACT,Штандарт нома,знак области или группы,EGY_CHAPTER_03,Египет,поздний додинастический период,COMMON,EGYPT,EGY_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%9D%D0%BE%D0%BC%D1%8B_%D0%94%D1%80%D0%B5%D0%B2%D0%BD%D0%B5%D0%B3%D0%BE_%D0%95%D0%B3%D0%B8%D0%BF%D1%82%D0%B0
SYS_EGYA_003,SYSTEM,Обмен с Нубией,южные сети золота и престижных материалов,EGY_CHAPTER_03,Египет и Нубия,IV тысячелетие до н. э.,RARE,EGYPT,EGY_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%94%D0%BE%D0%B8%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F_%D0%9D%D1%83%D0%B1%D0%B8%D1%8F
SYS_EGYA_004,SYSTEM,Обмен с Левантом,северо-восточные контакты,EGY_CHAPTER_03,Египет и Южный Левант,IV тысячелетие до н. э.,RARE,EGYPT,EGY_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%94%D0%BE%D0%B8%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9_%D0%95%D0%B3%D0%B8%D0%BF%D0%B5%D1%82
PER_EGYA_003,PERSON,Ранний носитель штандарта,реконструированная придворная роль,EGY_CHAPTER_03,Египет,ок. 3100 до н. э.,COMMON,EGYPT,EGY_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D0%BB%D0%B5%D1%82%D0%BA%D0%B0_%D0%9D%D0%B0%D1%80%D0%BC%D0%B5%D1%80%D0%B0
ART_EGYA_011,ARTIFACT,Палетка поля битвы,насилие и царская символика,EGY_CHAPTER_04,Египет,ок. 3200–3100 до н. э.,RARE,EGYPT,EGY_CHAPTER_04,PACK,https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D0%BB%D0%B5%D1%82%D0%BA%D0%B0_%D0%BF%D0%BE%D0%BB%D1%8F_%D0%B1%D0%B8%D1%82%D0%B2%D1%8B
ART_EGYA_012,ARTIFACT,Палетка городов,укреплённые поселения и животные,EGY_CHAPTER_04,Египет,ок. 3200–3000 до н. э.,RARE,EGYPT,EGY_CHAPTER_04,PACK,https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D0%BB%D0%B5%D1%82%D0%BA%D0%B0_%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%BE%D0%B2
ART_EGYA_013,ARTIFACT,Ливийская палетка,"города, скот и растения",EGY_CHAPTER_04,Египет,ок. 3100 до н. э.,UNCOMMON,EGYPT,EGY_CHAPTER_04,PACK,https://ru.wikipedia.org/wiki/%D0%9B%D0%B8%D0%B2%D0%B8%D0%B9%D1%81%D0%BA%D0%B0%D1%8F_%D0%BF%D0%B0%D0%BB%D0%B5%D1%82%D0%BA%D0%B0
ART_EGYA_014,ARTIFACT,Костяная метка,малый документ раннего двора,EGY_CHAPTER_04,Абидос,ок. 3200–3000 до н. э.,COMMON,EGYPT,EGY_CHAPTER_04,PACK,https://ru.wikipedia.org/wiki/%D0%95%D0%B3%D0%B8%D0%BF%D0%B5%D1%82%D1%81%D0%BA%D0%B8%D0%B5_%D0%B8%D0%B5%D1%80%D0%BE%D0%B3%D0%BB%D0%B8%D1%84%D1%8B
SYS_EGYA_005,SYSTEM,Царские погребальные комплексы,"гробница, склады и ритуал",EGY_CHAPTER_04,Абидос,ок. 3200–2900 до н. э.,UNCOMMON,EGYPT,EGY_CHAPTER_04,PACK,https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D0%BD%D0%BD%D0%B5%D0%B5_%D1%86%D0%B0%D1%80%D1%81%D1%82%D0%B2%D0%BE_(%D0%94%D1%80%D0%B5%D0%B2%D0%BD%D0%B8%D0%B9_%D0%95%D0%B3%D0%B8%D0%BF%D0%B5%D1%82)
PER_EGYA_004,PERSON,Царский резчик меток,реконструированная профессия,EGY_CHAPTER_04,Абидос,ок. 3100 до н. э.,COMMON,EGYPT,EGY_CHAPTER_04,PACK,https://ru.wikipedia.org/wiki/%D0%95%D0%B3%D0%B8%D0%BF%D0%B5%D1%82%D1%81%D0%BA%D0%B8%D0%B5_%D0%B8%D0%B5%D1%80%D0%BE%D0%B3%D0%BB%D0%B8%D1%84%D1%8B
TERM_EGYA_005,TERM,Нулевая династия,современное обозначение ранних царей,EGY_CHAPTER_04,Египет,ок. 3200–3000 до н. э.,UNCOMMON,EGYPT,EGY_CHAPTER_04,PACK,https://ru.wikipedia.org/wiki/%D0%9D%D1%83%D0%BB%D0%B5%D0%B2%D0%B0%D1%8F_%D0%B4%D0%B8%D0%BD%D0%B0%D1%81%D1%82%D0%B8%D1%8F
SYS_EGYA_006,SYSTEM,Династическая хронология,группировка царей в династии,EGY_CHAPTER_04,Египтология,античность — современность,RARE,EGYPT,EGY_CHAPTER_04,PACK,https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BD%D0%B5%D1%84%D0%BE%D0%BD
PER_EGYA_005,PERSON,Нейтхотеп,ранняя царица и элитная фигура,EGY_CHAPTER_05,Египет,ок. XXXI век до н. э.,LEGENDARY,EGYPT,EGY_CHAPTER_05,PACK,https://ru.wikipedia.org/wiki/%D0%9D%D0%B5%D0%B9%D1%82%D1%85%D0%BE%D1%82%D0%B5%D0%BF
ART_EGYA_015,ARTIFACT,Нармерова булава,царская церемония и пленники,EGY_CHAPTER_05,Иераконполь,ок. 3100 до н. э.,RARE,EGYPT,EGY_CHAPTER_05,PACK,https://ru.wikipedia.org/wiki/%D0%91%D1%83%D0%BB%D0%B0%D0%B2%D0%B0_%D0%9D%D0%B0%D1%80%D0%BC%D0%B5%D1%80%D0%B0
TERM_EGYA_006,TERM,Сом и резец,знаки имени Нармера,EGY_CHAPTER_05,Египет,ок. 3100 до н. э.,UNCOMMON,EGYPT,EGY_CHAPTER_05,PACK,https://ru.wikipedia.org/wiki/%D0%9D%D0%B0%D1%80%D0%BC%D0%B5%D1%80
REL_EGYA_003,RELIGION,Хор царя,сокол и монархия,EGY_CHAPTER_05,Египет,древность,RARE,EGYPT,EGY_CHAPTER_05,PACK,https://ru.wikipedia.org/wiki/%D0%A5%D0%BE%D1%80_(%D0%B1%D0%BE%D0%B3)
ART_EGYA_016,ARTIFACT,Переплетённые серпопарды,центральная сцена палетки,EGY_CHAPTER_05,Иераконполь,ок. 3100 до н. э.,UNCOMMON,EGYPT,EGY_CHAPTER_05,PACK,https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D0%BB%D0%B5%D1%82%D0%BA%D0%B0_%D0%9D%D0%B0%D1%80%D0%BC%D0%B5%D1%80%D0%B0
SYS_EGYA_007,SYSTEM,Царский двор,дом царя и служба управления,EGY_CHAPTER_05,Египет,раннединастический период,RARE,EGYPT,EGY_CHAPTER_05,PACK,https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D0%BD%D0%BD%D0%B5%D0%B5_%D1%86%D0%B0%D1%80%D1%81%D1%82%D0%B2%D0%BE_(%D0%94%D1%80%D0%B5%D0%B2%D0%BD%D0%B8%D0%B9_%D0%95%D0%B3%D0%B8%D0%BF%D0%B5%D1%82)
SITE_EGYA_002,SITE,Саккара,некрополь у Мемфиса,EGY_CHAPTER_05,Нижний Египет,I династия и позднее,RARE,EGYPT,EGY_CHAPTER_05,PACK,https://ru.wikipedia.org/wiki/%D0%A1%D0%B0%D0%BA%D0%BA%D0%B0%D1%80%D0%B0
PER_EGYA_006,PERSON,Царский хранитель печати,ранний придворный служащий,EGY_CHAPTER_05,Египет,I династия,COMMON,EGYPT,EGY_CHAPTER_05,PACK,https://ru.wikipedia.org/wiki/%D0%98%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%8F_%D0%94%D1%80%D0%B5%D0%B2%D0%BD%D0%B5%D0%B3%D0%BE_%D0%95%D0%B3%D0%B8%D0%BF%D1%82%D0%B0
